model,descriptor,scale,sim_target,sim_orig_target,delta_target,path,stem
MS-CLAP,mellow,1.0,2.447085380554199,2.813506603240967,-0.3664212226867676,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_mellow_1.0.wav,guitar
MS-CLAP,peaceful,0.3,4.404921531677246,4.284422397613525,0.1204991340637207,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_0.3.wav,guitar
MS-CLAP,peaceful,0.6,4.122534275054932,4.284422397613525,-0.16188812255859375,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_0.6.wav,guitar
MS-CLAP,peaceful,1.0,3.932756185531616,4.284422397613525,-0.3516662120819092,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_1.0.wav,guitar
MS-CLAP,sharp,0.3,5.329893112182617,3.144639253616333,2.185253858566284,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_0.3.wav,guitar
MS-CLAP,sharp,0.6,4.647734642028809,3.144639253616333,1.5030953884124756,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_0.6.wav,guitar
MS-CLAP,sharp,1.0,2.6837451457977295,3.144639253616333,-0.4608941078186035,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_1.0.wav,guitar
MS-CLAP,smooth,0.3,5.377079010009766,3.7932863235473633,1.5837926864624023,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_0.3.wav,guitar
MS-CLAP,smooth,0.6,5.380818843841553,3.7932863235473633,1.5875325202941895,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_0.6.wav,guitar
MS-CLAP,smooth,1.0,1.8129955530166626,3.7932863235473633,-1.9802907705307007,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_1.0.wav,guitar
MS-CLAP,soft,0.3,5.144554615020752,3.480374574661255,1.664180040359497,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_0.3.wav,guitar
MS-CLAP,soft,0.6,5.573484420776367,3.480374574661255,2.0931098461151123,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_0.6.wav,guitar
MS-CLAP,soft,1.0,3.718018054962158,3.480374574661255,0.23764348030090332,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_1.0.wav,guitar
MS-CLAP,soothing,0.3,8.351258277893066,5.749057769775391,2.602200508117676,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_0.3.wav,guitar
MS-CLAP,soothing,0.6,6.980029106140137,5.749057769775391,1.230971336364746,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_0.6.wav,guitar
MS-CLAP,soothing,1.0,5.932644844055176,5.749057769775391,0.18358707427978516,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_1.0.wav,guitar
MS-CLAP,tinny,0.3,5.015786647796631,4.404440879821777,0.6113457679748535,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_0.3.wav,guitar
MS-CLAP,tinny,0.6,5.289534091949463,4.404440879821777,0.8850932121276855,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_0.6.wav,guitar
MS-CLAP,tinny,1.0,4.978217601776123,4.404440879821777,0.5737767219543457,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_1.0.wav,guitar
MS-CLAP,warm,0.3,4.112612247467041,2.9688544273376465,1.1437578201293945,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_0.3.wav,guitar
MS-CLAP,warm,0.6,3.3995962142944336,2.9688544273376465,0.4307417869567871,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_0.6.wav,guitar
MS-CLAP,warm,1.0,1.034249186515808,2.9688544273376465,-1.9346052408218384,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_1.0.wav,guitar
