model,descriptor,scale,sim_target,sim_orig_target,delta_target,path,stem
LAION-CLAP,mellow,0.6,0.1741267591714859,0.09667636454105377,0.07745039463043213,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_mellow_0.6.wav,guitar
LAION-CLAP,mellow,1.0,0.1928160935640335,0.09667636454105377,0.09613972902297974,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_mellow_1.0.wav,guitar
LAION-CLAP,peaceful,0.3,-0.056043125689029694,-0.0653773695230484,0.009334243834018707,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_0.3.wav,guitar
LAION-CLAP,peaceful,0.6,-0.030562538653612137,-0.0653773695230484,0.034814830869436264,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_0.6.wav,guitar
LAION-CLAP,peaceful,1.0,-0.032527483999729156,-0.0653773695230484,0.032849885523319244,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_1.0.wav,guitar
LAION-CLAP,sharp,0.3,0.024644870311021805,0.036685410887002945,-0.01204054057598114,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_0.3.wav,guitar
LAION-CLAP,sharp,0.6,0.04584164917469025,0.036685410887002945,0.009156238287687302,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_0.6.wav,guitar
LAION-CLAP,sharp,1.0,0.1964038461446762,0.036685410887002945,0.15971843525767326,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_1.0.wav,guitar
LAION-CLAP,smooth,0.3,0.10252907872200012,0.051607050001621246,0.050922028720378876,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_0.3.wav,guitar
LAION-CLAP,smooth,0.6,0.14068150520324707,0.051607050001621246,0.08907445520162582,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_0.6.wav,guitar
LAION-CLAP,smooth,1.0,0.16270364820957184,0.051607050001621246,0.11109659820795059,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_1.0.wav,guitar
LAION-CLAP,soft,0.3,0.04977522790431976,0.006853124126791954,0.04292210377752781,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_0.3.wav,guitar
LAION-CLAP,soft,0.6,0.0668415054678917,0.006853124126791954,0.05998838134109974,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_0.6.wav,guitar
LAION-CLAP,soft,1.0,0.09300218522548676,0.006853124126791954,0.0861490610986948,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_1.0.wav,guitar
LAION-CLAP,soothing,0.3,0.18313588201999664,0.15869088470935822,0.024444997310638428,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_0.3.wav,guitar
LAION-CLAP,soothing,0.6,0.23297633230686188,0.15869088470935822,0.07428544759750366,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_0.6.wav,guitar
LAION-CLAP,soothing,1.0,0.24583595991134644,0.15869088470935822,0.08714507520198822,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_1.0.wav,guitar
LAION-CLAP,tinny,0.3,-0.08000115305185318,-0.05515069141983986,-0.02485046163201332,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_0.3.wav,guitar
LAION-CLAP,tinny,0.6,-0.04973587766289711,-0.05515069141983986,0.005414813756942749,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_0.6.wav,guitar
LAION-CLAP,tinny,1.0,-0.03290172293782234,-0.05515069141983986,0.022248968482017517,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_1.0.wav,guitar
LAION-CLAP,warm,0.3,0.10026997327804565,0.060360584408044815,0.03990938887000084,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_0.3.wav,guitar
LAION-CLAP,warm,0.6,0.08983790129423141,0.060360584408044815,0.0294773168861866,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_0.6.wav,guitar
LAION-CLAP,warm,1.0,0.01047256588935852,0.060360584408044815,-0.049888018518686295,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_1.0.wav,guitar
