model,descriptor,scale,sim_target,sim_orig_target,delta_target,path,stem
MS-CLAP,cool,0.6,4.219358444213867,1.7320280075073242,2.487330436706543,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_cool_0.6.wav,guitar
MS-CLAP,cool,1.0,4.295308589935303,1.7320280075073242,2.5632805824279785,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_cool_1.0.wav,guitar
MS-CLAP,crisp,0.3,4.002653121948242,1.301121473312378,2.7015316486358643,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_crisp_0.3.wav,guitar
MS-CLAP,crisp,0.6,3.8671886920928955,1.301121473312378,2.5660672187805176,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_crisp_0.6.wav,guitar
MS-CLAP,crisp,1.0,3.150425910949707,1.301121473312378,1.849304437637329,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_crisp_1.0.wav,guitar
MS-CLAP,dark,0.3,2.2179315090179443,0.22343529760837555,1.9944962114095688,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_dark_0.3.wav,guitar
MS-CLAP,dark,0.6,0.3278460204601288,0.22343529760837555,0.10441072285175323,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_dark_0.6.wav,guitar
MS-CLAP,dark,1.0,0.22224809229373932,0.22343529760837555,-0.0011872053146362305,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_dark_1.0.wav,guitar
MS-CLAP,gentle,0.3,6.966863632202148,4.340428352355957,2.6264352798461914,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_gentle_0.3.wav,guitar
MS-CLAP,gentle,0.6,6.852145195007324,4.340428352355957,2.511716842651367,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_gentle_0.6.wav,guitar
MS-CLAP,gentle,1.0,5.372684478759766,4.340428352355957,1.0322561264038086,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_gentle_1.0.wav,guitar
MS-CLAP,hard,0.3,3.278322696685791,1.0936375856399536,2.1846851110458374,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_hard_0.3.wav,guitar
MS-CLAP,hard,0.6,0.7961560487747192,1.0936375856399536,-0.2974815368652344,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_hard_0.6.wav,guitar
MS-CLAP,hard,1.0,-0.5700908303260803,1.0936375856399536,-1.663728415966034,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_hard_1.0.wav,guitar
MS-CLAP,harsh,0.3,0.792637050151825,-0.8809707164764404,1.6736077666282654,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_harsh_0.3.wav,guitar
MS-CLAP,harsh,0.6,1.3026235103607178,-0.8809707164764404,2.183594226837158,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_harsh_0.6.wav,guitar
MS-CLAP,harsh,1.0,0.8972212076187134,-0.8809707164764404,1.7781919240951538,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_harsh_1.0.wav,guitar
MS-CLAP,heavy,0.3,3.3474555015563965,1.734139084815979,1.6133164167404175,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_heavy_0.3.wav,guitar
MS-CLAP,heavy,0.6,2.345020055770874,1.734139084815979,0.610880970954895,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_heavy_0.6.wav,guitar
MS-CLAP,heavy,1.0,0.4418531060218811,1.734139084815979,-1.292285978794098,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_heavy_1.0.wav,guitar
MS-CLAP,loud,0.3,2.1624510288238525,0.42940860986709595,1.7330424189567566,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_loud_0.3.wav,guitar
MS-CLAP,loud,0.6,3.0185577869415283,0.42940860986709595,2.5891491770744324,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_loud_0.6.wav,guitar
MS-CLAP,loud,1.0,2.3375773429870605,0.42940860986709595,1.9081687331199646,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_loud_1.0.wav,guitar
MS-CLAP,mellow,0.3,4.206660270690918,1.3595244884490967,2.8471357822418213,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_mellow_0.3.wav,guitar
MS-CLAP,mellow,0.6,3.5950305461883545,1.3595244884490967,2.235506057739258,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_mellow_0.6.wav,guitar
MS-CLAP,mellow,1.0,1.8199156522750854,1.3595244884490967,0.46039116382598877,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_mellow_1.0.wav,guitar
MS-CLAP,peaceful,0.3,4.713556289672852,3.408766269683838,1.3047900199890137,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_0.3.wav,guitar
MS-CLAP,peaceful,0.6,4.9295854568481445,3.408766269683838,1.5208191871643066,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_0.6.wav,guitar
MS-CLAP,peaceful,1.0,4.393362045288086,3.408766269683838,0.984595775604248,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_peaceful_1.0.wav,guitar
MS-CLAP,sharp,0.3,4.68972635269165,1.6606658697128296,3.029060482978821,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_0.3.wav,guitar
MS-CLAP,sharp,0.6,4.69563102722168,1.6606658697128296,3.03496515750885,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_0.6.wav,guitar
MS-CLAP,sharp,1.0,2.7483794689178467,1.6606658697128296,1.087713599205017,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_sharp_1.0.wav,guitar
MS-CLAP,smooth,0.3,5.003759860992432,2.6862740516662598,2.317485809326172,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_0.3.wav,guitar
MS-CLAP,smooth,0.6,5.229575157165527,2.6862740516662598,2.5433011054992676,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_0.6.wav,guitar
MS-CLAP,smooth,1.0,2.260237455368042,2.6862740516662598,-0.4260365962982178,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_smooth_1.0.wav,guitar
MS-CLAP,soft,0.3,5.398446559906006,1.9980158805847168,3.400430679321289,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_0.3.wav,guitar
MS-CLAP,soft,0.6,5.037693500518799,1.9980158805847168,3.039677619934082,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_0.6.wav,guitar
MS-CLAP,soft,1.0,4.578072547912598,1.9980158805847168,2.580056667327881,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soft_1.0.wav,guitar
MS-CLAP,soothing,0.3,7.314240455627441,4.727856636047363,2.586383819580078,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_0.3.wav,guitar
MS-CLAP,soothing,0.6,5.504302024841309,4.727856636047363,0.7764453887939453,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_0.6.wav,guitar
MS-CLAP,soothing,1.0,6.603209018707275,4.727856636047363,1.875352382659912,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_soothing_1.0.wav,guitar
MS-CLAP,tinny,0.3,5.2305097579956055,2.8992481231689453,2.33126163482666,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_0.3.wav,guitar
MS-CLAP,tinny,0.6,5.320663928985596,2.8992481231689453,2.4214158058166504,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_0.6.wav,guitar
MS-CLAP,tinny,1.0,5.289679527282715,2.8992481231689453,2.3904314041137695,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_tinny_1.0.wav,guitar
MS-CLAP,warm,0.3,4.182196617126465,1.5467909574508667,2.635405659675598,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_0.3.wav,guitar
MS-CLAP,warm,0.6,2.536936044692993,1.5467909574508667,0.9901450872421265,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_0.6.wav,guitar
MS-CLAP,warm,1.0,1.2835052013397217,1.5467909574508667,-0.263285756111145,/Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/eq_audio/guitar_eq_warm_1.0.wav,guitar
